description,title,Type,result_code,reporting_link,result_id,pdf_url,Topic,input_text
"Diversifying and intensifying the rice-based cropping systems in the southern coastal zone of Bangladesh is a priority to meet the food, feed, and fiber demand of an increasing population and changing climate. RICE is working in the region to catalyze an enabling environment for the early establishment of dry season crops by introducing rice varieties with a shorter growth duration than traditional rice in wet season, and empowering water management organizations for improving water governance.",Diversified and intensified rice-based cropping systems in the southern coastal zone of Bangladesh,Innovation development,415.0,https://reporting.cgiar.org/result/result-detail/415,415,https://reporting.cgiar.org/reports/result-details/415?phase=1,39,"Diversifying and intensifying the rice-based cropping systems in the southern coastal zone of Bangladesh is a priority to meet the food, feed, and fiber demand of an increasing population and changing climate. RICE is working in the region to catalyze an enabling environment for the early establishment of dry season crops by introducing rice varieties with a shorter growth duration than traditional rice in wet season, and empowering water management organizations for improving water governance. Diversified and intensified rice-based cropping systems in the southern coastal zone of Bangladesh"
"The G+ approach for gender-responsive breeding, developed by CGIAR scientists since 2018, offers an integrated, systematic, and evidence-based protocol for breeding new crop varieties. The approach builds on work by the CGIAR Excellence in Breeding (EiB) Platform on the concept of a “product profile”, which describes the traits that different actors want in a new variety, giving plant breeders a target. The G+ approach complements this with two additional tools. The G+ plus customer profile characterizes client groups targeted for new varieties, considering gender differences in knowledge, assets, and decision-making which influence adoption. This makes it easier for breeders to develop the right product for the right customers.",G+ tools: gender-responsive systematic customer and product profiling for breeding programs,Innovation development,3869.0,https://reporting.cgiar.org/result/result-detail/3869,3888,https://reporting.cgiar.org/reports/result-details/3869?phase=1,0,"The G+ approach for gender-responsive breeding, developed by CGIAR scientists since 2018, offers an integrated, systematic, and evidence-based protocol for breeding new crop varieties. The approach builds on work by the CGIAR Excellence in Breeding (EiB) Platform on the concept of a “product profile”, which describes the traits that different actors want in a new variety, giving plant breeders a target. The G+ approach complements this with two additional tools. The G+ plus customer profile characterizes client groups targeted for new varieties, considering gender differences in knowledge, assets, and decision-making which influence adoption. This makes it easier for breeders to develop the right product for the right customers. G+ tools: gender-responsive systematic customer and product profiling for breeding programs"
"The Healthy Eating Index (HEI) measures dietary quality in accordance with Vietnam's nationally-recognized food-based dietary guidelines (FBDGs). A robust HEI has the potential to reveal and monitor how well the general adult population (20 years and older) is adhering to specific, culturally appropriate and actionable recommendations for a healthy diet. The Vietnamese HEI was developed by the National Institute of Nutrition with researchers from Wageningen University and Research (WUR) involved in Sustainable Healthy Diets. Results from a CGIAR-supported doctoral dissertation applying the HEI to a nationally representative household survey dataset suggested it was effective at measuring adherence to the Vietnamese FBDGs. This innovation can a valuable tool for future research to examine associations between dietary quality and health-related outcomes and relationships between dietary quality and the environmental impacts of diets and for program implementers in government and NGOs to monitor interventions focusing on improving dietary quality.",Healthy Eating Index for Vietnam developed for researchers and governments to assess and monitor the extent to which populations are following dietary recommendations,Innovation development,1124.0,https://reporting.cgiar.org/result/result-detail/1124,1142,https://reporting.cgiar.org/reports/result-details/1124?phase=1,3,"The Healthy Eating Index (HEI) measures dietary quality in accordance with Vietnam's nationally-recognized food-based dietary guidelines (FBDGs). A robust HEI has the potential to reveal and monitor how well the general adult population (20 years and older) is adhering to specific, culturally appropriate and actionable recommendations for a healthy diet. The Vietnamese HEI was developed by the National Institute of Nutrition with researchers from Wageningen University and Research (WUR) involved in Sustainable Healthy Diets. Results from a CGIAR-supported doctoral dissertation applying the HEI to a nationally representative household survey dataset suggested it was effective at measuring adherence to the Vietnamese FBDGs. This innovation can a valuable tool for future research to examine associations between dietary quality and health-related outcomes and relationships between dietary quality and the environmental impacts of diets and for program implementers in government and NGOs to monitor interventions focusing on improving dietary quality. Healthy Eating Index for Vietnam developed for researchers and governments to assess and monitor the extent to which populations are following dietary recommendations"
"This innovation aims to develop suitability maps that show the potential for rice-fish implementation across the Ayeyarwady Delta. Previous iterations of the rice-fish suitability maps showed the potential for the transformation of 15,700 km2 across the Ayeyarwady, supporting improved food security, nutritional security, incomes, and employment for the local population. The Decision Support System (DSS) includes key socio-economic variables that significantly influence suitability and consider the impact key climatic variables (e.g., temperature change and an increased frequency and severity of storm events) may have on the future viability of rice-fish. A user interface was created in excel to link all the tools together into one comprehensive DSS. The DSS is being upscaled through a training of the trainer (ToT) approach with the Department of Agriculture (DoA), Department of Planning (DoP), and Department of Fisheries (DoF) under the Ministry of Agriculture, Livestock and Irrigation (MOALI).","Land-use modelling, scenarios and decision-support tools to optimize integrated fish-agri food systems for Myanmar",Innovation use,3152.0,https://reporting.cgiar.org/result/result-detail/3152,3170,https://reporting.cgiar.org/reports/result-details/3152?phase=1,41,"This innovation aims to develop suitability maps that show the potential for rice-fish implementation across the Ayeyarwady Delta. Previous iterations of the rice-fish suitability maps showed the potential for the transformation of 15,700 km2 across the Ayeyarwady, supporting improved food security, nutritional security, incomes, and employment for the local population. The Decision Support System (DSS) includes key socio-economic variables that significantly influence suitability and consider the impact key climatic variables (e.g., temperature change and an increased frequency and severity of storm events) may have on the future viability of rice-fish. A user interface was created in excel to link all the tools together into one comprehensive DSS. The DSS is being upscaled through a training of the trainer (ToT) approach with the Department of Agriculture (DoA), Department of Planning (DoP), and Department of Fisheries (DoF) under the Ministry of Agriculture, Livestock and Irrigation (MOALI). Land-use modelling, scenarios and decision-support tools to optimize integrated fish-agri food systems for Myanmar"
"A digital platform named “The Right Haat” was developed in Bangladesh to promote widespread 360-degree advisory support along with and digital trading for aquaculture sector. It is expected that farmers will get multiple support from this two-way digital communication channel such as (a) advisory support (b) product purchasing support (c) access to finance support (d) fish selling support and (e) weather information. Also, private companies will be able to expand their business opportunities.",The Right Haat: promoting a digital advisory platform for aquaculture stakeholders in Bangladesh,Innovation use,3534.0,https://reporting.cgiar.org/result/result-detail/3534,3552,https://reporting.cgiar.org/reports/result-details/3534?phase=1,41,"A digital platform named “The Right Haat” was developed in Bangladesh to promote widespread 360-degree advisory support along with and digital trading for aquaculture sector. It is expected that farmers will get multiple support from this two-way digital communication channel such as (a) advisory support (b) product purchasing support (c) access to finance support (d) fish selling support and (e) weather information. Also, private companies will be able to expand their business opportunities. The Right Haat: promoting a digital advisory platform for aquaculture stakeholders in Bangladesh"
"In Bangladesh, about 77.3% of farmers use local informal money lenders and Micro Finance Institutes (MFI) and take loans at exorbitant interest rates (25-30%). WorldFish partnered with KIU-Bangladesh in 2021 to explore the opportunity of connecting fish farmers to formal banking services through a data-driven digital lending system (Cash flow-based model). An app, the KIU Bookkeeping App, was developed to improve farmers' and retailers' access to finance.",KIU Bookkeeping App: a digital lending mechanism to promote easy access to cash flow finance,Innovation use,3584.0,https://reporting.cgiar.org/result/result-detail/3584,3602,https://reporting.cgiar.org/reports/result-details/3584?phase=1,-1,"In Bangladesh, about 77.3% of farmers use local informal money lenders and Micro Finance Institutes (MFI) and take loans at exorbitant interest rates (25-30%). WorldFish partnered with KIU-Bangladesh in 2021 to explore the opportunity of connecting fish farmers to formal banking services through a data-driven digital lending system (Cash flow-based model). An app, the KIU Bookkeeping App, was developed to improve farmers' and retailers' access to finance. KIU Bookkeeping App: a digital lending mechanism to promote easy access to cash flow finance"
"To facilitate further and more efficient diversification of elite backgrounds, a new strategy for augmentation has been developed.  This turns the linear process of upgrading a particular line with up to 3 new genes into a cyclical recurrent selection process, intercrossing amongst elite progeny to accumulate target genes.  The benefits of this scheme are decoupling the number of input and output lines, and a greatly increased capacity to select for a much larger number of genes with modest/tractable population sizes.  Initial founding lines and crosses are underway to establish this pipeline, initially for the medium maturity program and from there to direct-seeded material as resources permit. The scheme prioritized traits for disease resistance, abiotic stress resistance (e.g. drought) and improving grain quality. These traits aimed to produced breeding lines that would help combat impacts of climate change and increasing consumption of healthier rice without penalizing yield.",Rapid cycle augmentation scheme for trait development and deployment in rice,Innovation development,20366.0,https://reporting.cgiar.org/result/result-detail/20366,22157,https://reporting.cgiar.org/reports/result-details/20366?phase=4,10,"To facilitate further and more efficient diversification of elite backgrounds, a new strategy for augmentation has been developed.  This turns the linear process of upgrading a particular line with up to 3 new genes into a cyclical recurrent selection process, intercrossing amongst elite progeny to accumulate target genes.  The benefits of this scheme are decoupling the number of input and output lines, and a greatly increased capacity to select for a much larger number of genes with modest/tractable population sizes.  Initial founding lines and crosses are underway to establish this pipeline, initially for the medium maturity program and from there to direct-seeded material as resources permit. The scheme prioritized traits for disease resistance, abiotic stress resistance (e.g. drought) and improving grain quality. These traits aimed to produced breeding lines that would help combat impacts of climate change and increasing consumption of healthier rice without penalizing yield. Rapid cycle augmentation scheme for trait development and deployment in rice"
"This innovation contributes to breeding virus-resistant sweet potato varieties to improve crop resilience and yield. The focus is to identify novel sources of resistance to Begom virus (Sweet Potato Leaf Curl Virus - SPLCV) in sweet potato and its wild relatives. It involves co-infecting test genotypes with SPLCV and Sweet Potato Chlorotic Stunt Virus (SPCSV) to assess disease response.  Inoculum has been prepared and used to evaluate the response of 75 sweet potato genotypes inoculated using a double grafting method to ensure successful infection. 26 genotypes have showed resistance (score ≤3), t",Discovery of Novel Sources of Resistance to Sweetpotato Leaf Curl Virus (SPLCV) in Cultivated and Wild Sweetpotato Relatives,Innovation development,20338.0,https://reporting.cgiar.org/result/result-detail/20338,22129,https://reporting.cgiar.org/reports/result-details/20338?phase=4,36,"This innovation contributes to breeding virus-resistant sweet potato varieties to improve crop resilience and yield. The focus is to identify novel sources of resistance to Begom virus (Sweet Potato Leaf Curl Virus - SPLCV) in sweet potato and its wild relatives. It involves co-infecting test genotypes with SPLCV and Sweet Potato Chlorotic Stunt Virus (SPCSV) to assess disease response.  Inoculum has been prepared and used to evaluate the response of 75 sweet potato genotypes inoculated using a double grafting method to ensure successful infection. 26 genotypes have showed resistance (score ≤3), t Discovery of Novel Sources of Resistance to Sweetpotato Leaf Curl Virus (SPLCV) in Cultivated and Wild Sweetpotato Relatives"
"On-farm Genomic Selection (GS) using a Sparse Testing design has been implemented  in rainfed upland rice breeding pipeline covering six countries in Africa. A total of 898 (896 tests and 2 checks) upland breeding lines evaluated in six diverse target population environments (TPE) in Côte d’Ivoire, Mali, Nigeria, DRC, Guinea Conakry, and Sierra Leone using a P-Rep design. Thirty percent of the test lines (282 genotypes) were tested twice and distributed across farms and remaining 616 test lines were identically distributed into six countries . Two checks: 1 regional check (NERICA 4) and 1 local check were used, and each check was replicated twice within a country. The trial is being conducted using a modified  tricot design. Five sites/location have been  chosen, and 10 farmers are involved  on each site/village.",On-farm Genomic Selection (GS) approach using a sparse testing design for rainfed upland rice breeding pipeline in Africa,Innovation development,20297.0,https://reporting.cgiar.org/result/result-detail/20297,22088,https://reporting.cgiar.org/reports/result-details/20297?phase=4,10,"On-farm Genomic Selection (GS) using a Sparse Testing design has been implemented  in rainfed upland rice breeding pipeline covering six countries in Africa. A total of 898 (896 tests and 2 checks) upland breeding lines evaluated in six diverse target population environments (TPE) in Côte d’Ivoire, Mali, Nigeria, DRC, Guinea Conakry, and Sierra Leone using a P-Rep design. Thirty percent of the test lines (282 genotypes) were tested twice and distributed across farms and remaining 616 test lines were identically distributed into six countries . Two checks: 1 regional check (NERICA 4) and 1 local check were used, and each check was replicated twice within a country. The trial is being conducted using a modified  tricot design. Five sites/location have been  chosen, and 10 farmers are involved  on each site/village. On-farm Genomic Selection (GS) approach using a sparse testing design for rainfed upland rice breeding pipeline in Africa"
"Value addition is an important post-harvest management technique. The use of High-quality cassava flour, is derived from the got from the processing of cassava roots, for various culinary and industrial applications. Producing high-quality cassava flour and processing food products from it is an essential endeavour to enhance food security, income generation, and economic development in West and Central Africa",Value Addition of Cassava Flour as a Post-Harvest Management Innovation and  capacity development of women and youth in post-harvest management using high quality cassava flour,Innovation development,20295.0,https://reporting.cgiar.org/result/result-detail/20295,22086,https://reporting.cgiar.org/reports/result-details/20295?phase=4,17,"Value addition is an important post-harvest management technique. The use of High-quality cassava flour, is derived from the got from the processing of cassava roots, for various culinary and industrial applications. Producing high-quality cassava flour and processing food products from it is an essential endeavour to enhance food security, income generation, and economic development in West and Central Africa Value Addition of Cassava Flour as a Post-Harvest Management Innovation and  capacity development of women and youth in post-harvest management using high quality cassava flour"
"Microsite (Krishi Kund) offers a resource-efficient alternative for restoring degraded lands by concentrating natural amendments within specific areas for improving agricultural diversity, soil health, and overall ecosystem services. It also helps alleviate the pressure of intensive farming on other lands. Moreover, this practice holds promise for reversing migration among tribal communities._x000D_
This practice focuses on improving micro-sites rather than entire parcels of land using organic amendments. In this method, small cylindrical pits (did: 60cm, depth 60cm) are excavated at 1.2m intervals, filled with locally available organic materials. This approach improves approximately 20% (6450 pits per hectare) of the land area, resulting in a similar yield of fully restored land._x000D_
Drought tolerant crops viz pigeon pea, caster for the poor water availability sites and other cash crops including vegetables at sites of water availability are being grown. A two-year recovery period was estimated for the cost incurred on land restoration.",Microsite (Krishi kund) for restoration of degraded land for improved production and ecosystem services,Innovation development,20226.0,https://reporting.cgiar.org/result/result-detail/20226,22017,https://reporting.cgiar.org/reports/result-details/20226?phase=4,6,"Microsite (Krishi Kund) offers a resource-efficient alternative for restoring degraded lands by concentrating natural amendments within specific areas for improving agricultural diversity, soil health, and overall ecosystem services. It also helps alleviate the pressure of intensive farming on other lands. Moreover, this practice holds promise for reversing migration among tribal communities._x000D_
This practice focuses on improving micro-sites rather than entire parcels of land using organic amendments. In this method, small cylindrical pits (did: 60cm, depth 60cm) are excavated at 1.2m intervals, filled with locally available organic materials. This approach improves approximately 20% (6450 pits per hectare) of the land area, resulting in a similar yield of fully restored land._x000D_
Drought tolerant crops viz pigeon pea, caster for the poor water availability sites and other cash crops including vegetables at sites of water availability are being grown. A two-year recovery period was estimated for the cost incurred on land restoration. Microsite (Krishi kund) for restoration of degraded land for improved production and ecosystem services"
"Farming with Alternative Pollinators (FAP) is a proven ecological intensification approach that integrates marketable habitat enhancement plants (MHEP) – such as oil seeds, spices, food crops and medicinal plants - within fields. These plants provide diverse floral traits (e.g., shape, colour, flower type) and nesting support to support a high diversity and abundance of pollinators and natural enemies (e.g., Hymenoptera, Hemiptera, Aranaea). Farmers using FAP report higher fruit yields, improved quality, and increased income compared to monoculture fields. Developed as a scalable alternative to (paid) wildflower strips, FAP offers an affordable solution for low- and middle-income countries.","Farming with Alternative Pollinators (FAP) is a proven ecological intensification approach that uses marketable habitat enhancement plants to increase pollinators, crop yield, and quality, in low- and middle-income countries.",Innovation development,20024.0,https://reporting.cgiar.org/result/result-detail/20024,21815,https://reporting.cgiar.org/reports/result-details/20024?phase=4,-1,"Farming with Alternative Pollinators (FAP) is a proven ecological intensification approach that integrates marketable habitat enhancement plants (MHEP) – such as oil seeds, spices, food crops and medicinal plants - within fields. These plants provide diverse floral traits (e.g., shape, colour, flower type) and nesting support to support a high diversity and abundance of pollinators and natural enemies (e.g., Hymenoptera, Hemiptera, Aranaea). Farmers using FAP report higher fruit yields, improved quality, and increased income compared to monoculture fields. Developed as a scalable alternative to (paid) wildflower strips, FAP offers an affordable solution for low- and middle-income countries. Farming with Alternative Pollinators (FAP) is a proven ecological intensification approach that uses marketable habitat enhancement plants to increase pollinators, crop yield, and quality, in low- and middle-income countries."
"The International Livestock Research Institute (ILRI) has been implementing an open-source digital crowdsourcing tool known as KAZNET (which stands for ""Kazi kwa net"" translated in Swahili to mean ""working within a network"") to alleviate data collection constraints and monitor resilience indicators in the drylands of Kenya and Ethiopia. KAZNET includes a dissemination component, where information gathered through the platform is processed in real time and channeled back to communities, development practitioners, and governments. The KAZNET app has a dashboard through which different types of information can be visualized. The graphic presentation of the information allows for the visualization of trends while also eliminating the need for more than basic literacy to understand the information presented. The disseminated information contains indicators of markets and rangelands performance. In addition, KAZNET disseminates information about the types of food consumed by households, livestock mortality, and the strategies used for coping with drought.","KAZNET: Using digital innovation and social learning to collect and disseminate near-real-time information on markets performance, rangelands conditions, and household food and nutrition security in the drylands",Innovation development,19792.0,https://reporting.cgiar.org/result/result-detail/19792,21579,https://reporting.cgiar.org/reports/result-details/19792?phase=4,1,"The International Livestock Research Institute (ILRI) has been implementing an open-source digital crowdsourcing tool known as KAZNET (which stands for ""Kazi kwa net"" translated in Swahili to mean ""working within a network"") to alleviate data collection constraints and monitor resilience indicators in the drylands of Kenya and Ethiopia. KAZNET includes a dissemination component, where information gathered through the platform is processed in real time and channeled back to communities, development practitioners, and governments. The KAZNET app has a dashboard through which different types of information can be visualized. The graphic presentation of the information allows for the visualization of trends while also eliminating the need for more than basic literacy to understand the information presented. The disseminated information contains indicators of markets and rangelands performance. In addition, KAZNET disseminates information about the types of food consumed by households, livestock mortality, and the strategies used for coping with drought. KAZNET: Using digital innovation and social learning to collect and disseminate near-real-time information on markets performance, rangelands conditions, and household food and nutrition security in the drylands"
"Community rangeland health workers (CRHWs) are an innovation approach to improving rangelands health in pastoral areas. Akin to community animal health workers, CRHWs are drawn from the community and provide information, advice and technical support on rangelands health issues. Co-developed as part of One Health local level service delivery CRHWs are part of a local One Health team that works together, amplifying the One Health approach. The innovation is currently being piloted in Ethiopia in collaboration with an SDC-funded One Health project HEAL (One Health for Humans, Environment, Animals and Livelihoods).",Community rangeland health workers: empowering pastoralists to deliver rangelands health services for improving rangeland health and productivity,Innovation development,19765.0,https://reporting.cgiar.org/result/result-detail/19765,21552,https://reporting.cgiar.org/reports/result-details/19765?phase=4,6,"Community rangeland health workers (CRHWs) are an innovation approach to improving rangelands health in pastoral areas. Akin to community animal health workers, CRHWs are drawn from the community and provide information, advice and technical support on rangelands health issues. Co-developed as part of One Health local level service delivery CRHWs are part of a local One Health team that works together, amplifying the One Health approach. The innovation is currently being piloted in Ethiopia in collaboration with an SDC-funded One Health project HEAL (One Health for Humans, Environment, Animals and Livelihoods). Community rangeland health workers: empowering pastoralists to deliver rangelands health services for improving rangeland health and productivity"
"With fish consumption rising globally but per capita supply declining in sub-Saharan Africa, Nigeria’s reliance on single-species aquaculture limits sector growth. To address this, a decentralized GIFT (Genetically Improved Farmed Tilapia) seed supply system is being established to increase access, improve growth performance, and support species diversification. Following the successful transfer of GIFT to Premium Aquaculture Limited (PAL) in Ogun State, a breeding population was established, demonstrating a 20% higher growth rate over 60 days compared to older strains. Best management practices (BMPs) were developed, and training programs expanded to farmers. Satellite hatcheries were set up in Delta State and expanded to two more states, increasing farmer access._x000D_
This innovative scaling model fin Nigeria not only improves the availability of high-performance tilapia seed, but also creates opportunities for expanding other species value chains, fostering a more diversified and sustainable aquaculture industry in Nigeria and beyond.",Decentralizing GIFT seed supply system in Nigeria – Scaling model for species diversification​,Innovation development,19571.0,https://reporting.cgiar.org/result/result-detail/19571,21353,https://reporting.cgiar.org/reports/result-details/19571?phase=4,9,"With fish consumption rising globally but per capita supply declining in sub-Saharan Africa, Nigeria’s reliance on single-species aquaculture limits sector growth. To address this, a decentralized GIFT (Genetically Improved Farmed Tilapia) seed supply system is being established to increase access, improve growth performance, and support species diversification. Following the successful transfer of GIFT to Premium Aquaculture Limited (PAL) in Ogun State, a breeding population was established, demonstrating a 20% higher growth rate over 60 days compared to older strains. Best management practices (BMPs) were developed, and training programs expanded to farmers. Satellite hatcheries were set up in Delta State and expanded to two more states, increasing farmer access._x000D_
This innovative scaling model fin Nigeria not only improves the availability of high-performance tilapia seed, but also creates opportunities for expanding other species value chains, fostering a more diversified and sustainable aquaculture industry in Nigeria and beyond. Decentralizing GIFT seed supply system in Nigeria – Scaling model for species diversification​"
"Aquaculture plays a vital role in food security and local economies, yet selecting sustainable and viable sites remains a challenge, particularly in developing countries. Traditional methods rely on limited ground data, often leading to inefficient resource use, environmental degradation, and logistical constraints. Without satellite-based insights, decision-making is often based on outdated or incomplete information, making it difficult to meet sustainability goals. _x000D_
Optimising AQUAculture Development and Market Connectivity (AQUADMC) leverages remote sensing technologies and geospatial datasets to provide a comprehensive decision-making platform for aquaculture site selection. By integrating environmental, socio-economic, and logistical factors, AQUADMC delivers actionable insights for policymakers, investors, and local authorities. This approach ensures ecologically responsible and economically viable aquaculture expansion, while addressing emerging challenges such as climate change and market growth. As the platform evolves, it offers a transformative solution for improving sustainable aquaculture development, guiding decision-making with data-driven precision.","Optimising AQUAculture Development and Market Connectivity (AQUADMC): A geospatial platform for sustainable site selection, resource management, and market integration in aquatic food systems.",Innovation development,19337.0,https://reporting.cgiar.org/result/result-detail/19337,21119,https://reporting.cgiar.org/reports/result-details/19337?phase=4,41,"Aquaculture plays a vital role in food security and local economies, yet selecting sustainable and viable sites remains a challenge, particularly in developing countries. Traditional methods rely on limited ground data, often leading to inefficient resource use, environmental degradation, and logistical constraints. Without satellite-based insights, decision-making is often based on outdated or incomplete information, making it difficult to meet sustainability goals. _x000D_
Optimising AQUAculture Development and Market Connectivity (AQUADMC) leverages remote sensing technologies and geospatial datasets to provide a comprehensive decision-making platform for aquaculture site selection. By integrating environmental, socio-economic, and logistical factors, AQUADMC delivers actionable insights for policymakers, investors, and local authorities. This approach ensures ecologically responsible and economically viable aquaculture expansion, while addressing emerging challenges such as climate change and market growth. As the platform evolves, it offers a transformative solution for improving sustainable aquaculture development, guiding decision-making with data-driven precision. Optimising AQUAculture Development and Market Connectivity (AQUADMC): A geospatial platform for sustainable site selection, resource management, and market integration in aquatic food systems."
"The research involved participatory on-farm trials with three nationally registered oat varieties: the forage variety Bate and the food varieties Sorataf and Hulegeb, tested under various cutting treatments after establishment during the main rainy season.",The effect of different harvesting frequencies on the performance of food-feed oat varieties under rainfed conditions to increase productivity levels,Innovation development,19201.0,https://reporting.cgiar.org/result/result-detail/19201,20983,https://reporting.cgiar.org/reports/result-details/19201?phase=4,50,"The research involved participatory on-farm trials with three nationally registered oat varieties: the forage variety Bate and the food varieties Sorataf and Hulegeb, tested under various cutting treatments after establishment during the main rainy season. The effect of different harvesting frequencies on the performance of food-feed oat varieties under rainfed conditions to increase productivity levels"
"Epidemiological models are essential for monitoring pest and disease outbreaks, aiding prevention and management. This study standardizes EPIRICE, a rice disease model predicting rice blast, a major threat in sub-Saharan Africa. Experiments using a randomized complete block design were conducted across five locations in Côte d'Ivoire and three in Uganda (2023/2024). Predictor variables were analyzed to assess infection risk. Data collection was disrupted in two locations due to brown spot infection. In Côte d’Ivoire, epidemics began between May and July annually. EPIRICE accurately predicted blast onset, with p-values above 5%, confirming reliability. Predicted versus observed field data showed strong similarities. Temperature (20-25°C) had the strongest correlation with blast risk, while wind speed had minimal impact. Ongoing analysis will determine optimal decision thresholds based on 2024 harvest data from Côte d’Ivoire and Uganda. These findings will enhance disease forecasting, supporting effective rice blast management in the region.",EPIRICE: Models for predicting rice pests and disease risks and shifts due to climate change and other factors,Innovation development,19198.0,https://reporting.cgiar.org/result/result-detail/19198,20980,https://reporting.cgiar.org/reports/result-details/19198?phase=4,14,"Epidemiological models are essential for monitoring pest and disease outbreaks, aiding prevention and management. This study standardizes EPIRICE, a rice disease model predicting rice blast, a major threat in sub-Saharan Africa. Experiments using a randomized complete block design were conducted across five locations in Côte d'Ivoire and three in Uganda (2023/2024). Predictor variables were analyzed to assess infection risk. Data collection was disrupted in two locations due to brown spot infection. In Côte d’Ivoire, epidemics began between May and July annually. EPIRICE accurately predicted blast onset, with p-values above 5%, confirming reliability. Predicted versus observed field data showed strong similarities. Temperature (20-25°C) had the strongest correlation with blast risk, while wind speed had minimal impact. Ongoing analysis will determine optimal decision thresholds based on 2024 harvest data from Côte d’Ivoire and Uganda. These findings will enhance disease forecasting, supporting effective rice blast management in the region. EPIRICE: Models for predicting rice pests and disease risks and shifts due to climate change and other factors"
"Maize Seed Field and MLN Tracker: A Check, Detect, and Reporting WebApp for maize clean seed production and prevention of maize lethal necrosis (MLN) spread. The App, known as Maize Clean Seed Production Tracker, is an Android-based Open Data Kit (ODK) software enabled through a web-based toolbox to support data management and decisions for conducting MLN surveillance in a time series and to implement Standard Operating Procedures for MLN pathogen-free commercial seed production. From the phytosanitary perspective, it is critical to follow rigorous procedures to produce and exchange MLN pathogen-free commercial maize seed within and between countries to prevent the spread and negative impact of the disease on maize production. The tool was developed and piloted for validation in Kenya. The tool helps monitor proactive MLN risk mitigation in real time. Together with the MLN surveillance data portal, it guides the establishment of seed fields in low or no-disease-pressure sites.","Maize Seed Field and Maize Lethal Necrosis (MLN) Tracker: A Check, Detect, and Reporting System for maize clean seed production and prevention of maize lethal necrosis spread",Innovation development,19185.0,https://reporting.cgiar.org/result/result-detail/19185,20967,https://reporting.cgiar.org/reports/result-details/19185?phase=4,32,"Maize Seed Field and MLN Tracker: A Check, Detect, and Reporting WebApp for maize clean seed production and prevention of maize lethal necrosis (MLN) spread. The App, known as Maize Clean Seed Production Tracker, is an Android-based Open Data Kit (ODK) software enabled through a web-based toolbox to support data management and decisions for conducting MLN surveillance in a time series and to implement Standard Operating Procedures for MLN pathogen-free commercial seed production. From the phytosanitary perspective, it is critical to follow rigorous procedures to produce and exchange MLN pathogen-free commercial maize seed within and between countries to prevent the spread and negative impact of the disease on maize production. The tool was developed and piloted for validation in Kenya. The tool helps monitor proactive MLN risk mitigation in real time. Together with the MLN surveillance data portal, it guides the establishment of seed fields in low or no-disease-pressure sites. Maize Seed Field and Maize Lethal Necrosis (MLN) Tracker: A Check, Detect, and Reporting System for maize clean seed production and prevention of maize lethal necrosis spread"
"On-farm testing results help in parental recycling, on-farm verification, and varietal release. TRICOT is a powerful OFVT tool. To further refine, a 3-day workshop was organized December 3–5, 2024 at Nairobi, with the participation of CG, NARES and One Acre fund. The experiences from groundnut, maize, beans, potato and cowpea were shared along with BMGF, 1000 farms, and One-CG, representatives. _x000D_
_x000D_
The workshop was divided into five sessions, viz., Sampling and characterization of suitable farmers and sites; Trial design and measurement; Data analysis and decision-making, Operationalization, coordination, and scaling; and Action plan and key takeaways, outlining future directions. _x000D_
_x000D_
A focused discussion was organized to address barriers to adoption, seamless seed availability, and efficient data collection and reporting. The discussions resulted in the identification of four cross-cutting themes namely Advancement Process, Process Mapping and Harmonized SOPs, Digital Ecosystem Integration and Cross-Crop Coordination. To operate these cross-cutting themes, working groups were established.",On-Farm Testing and TRICOT Trials: Insights from Recent Past and Future Improvements based on experiences of diverse crops and partners for use in Dryland Crops,Innovation development,19064.0,https://reporting.cgiar.org/result/result-detail/19064,20842,https://reporting.cgiar.org/reports/result-details/19064?phase=4,0,"On-farm testing results help in parental recycling, on-farm verification, and varietal release. TRICOT is a powerful OFVT tool. To further refine, a 3-day workshop was organized December 3–5, 2024 at Nairobi, with the participation of CG, NARES and One Acre fund. The experiences from groundnut, maize, beans, potato and cowpea were shared along with BMGF, 1000 farms, and One-CG, representatives. _x000D_
_x000D_
The workshop was divided into five sessions, viz., Sampling and characterization of suitable farmers and sites; Trial design and measurement; Data analysis and decision-making, Operationalization, coordination, and scaling; and Action plan and key takeaways, outlining future directions. _x000D_
_x000D_
A focused discussion was organized to address barriers to adoption, seamless seed availability, and efficient data collection and reporting. The discussions resulted in the identification of four cross-cutting themes namely Advancement Process, Process Mapping and Harmonized SOPs, Digital Ecosystem Integration and Cross-Crop Coordination. To operate these cross-cutting themes, working groups were established. On-Farm Testing and TRICOT Trials: Insights from Recent Past and Future Improvements based on experiences of diverse crops and partners for use in Dryland Crops"
